t_rel_s,phase,actor,service,url,result,http_code,latency_ms,error
3.246,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,99,curl: (7) Failed to connect to 10.0.0.31 port 8000 after 95 ms: No route to host |
3.246,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,94,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 91 ms: No route to host |
3.246,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,110,curl: (7) Failed to connect to 10.0.0.31 port 8000 after 106 ms: No route to host |
3.246,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,97,curl: (7) Failed to connect to 10.0.0.70 port 8000 after 92 ms: No route to host |
3.405,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,82,
3.406,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,82,
3.413,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,89,
3.413,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,90,
3.829,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
4.252,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,81,
4.252,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,81,
4.252,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,78,
4.336,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,84,
4.337,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,85,
4.337,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,85,
4.337,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,85,
4.337,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,85,
4.498,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,41,
4.498,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,41,
4.500,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,43,
4.500,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,44,
4.927,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,91,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 85 ms: No route to host |
5.302,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,39,
5.302,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,39,
5.302,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,39,
5.382,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,39,
5.382,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,38,
5.388,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,45,
5.388,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,45,
5.389,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,45,
5.573,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,70,
5.573,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,70,
5.573,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,71,
5.573,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,70,
6.189,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2000 ms |
6.261,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2009,curl: (28) Connection timeout after 2005 ms |
6.381,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,70,
6.381,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,70,
6.381,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,70,
6.446,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,63,
6.465,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,73,
6.465,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,80,
6.470,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,80,
6.504,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,113,
6.638,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,44,
6.638,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,44,
6.638,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,44,
6.638,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,44,
7.292,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,100,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 95 ms: No route to host |
7.341,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,49,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 45 ms: No route to host |
7.431,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,45,
7.431,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,44,
7.430,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,45,
7.489,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,40,
7.516,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,47,
7.516,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,48,
7.521,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,49,
7.597,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,92,
7.686,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,40,
7.686,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,40,
7.693,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,47,
7.693,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,48,
7.967,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2010,curl: (28) Connection timeout after 2006 ms |
8.503,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,43,
8.503,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,43,
8.503,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,43,
8.535,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,43,
8.561,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,41,
8.561,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,42,
8.566,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,44,
8.677,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,74,
8.783,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,91,
8.790,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,94,
8.790,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,94,
8.791,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,100,
9.072,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,97,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 93 ms: No route to host |
9.556,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,50,
9.562,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,52,
9.562,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,52,
9.579,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,39,
9.622,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,59,
9.622,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,58,
9.622,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,54,
9.812,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,132,
9.967,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,172,
9.968,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,173,
9.980,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,184,
9.980,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,185,
10.342,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2045,curl: (28) Connection timeout after 2040 ms |
10.386,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2028,curl: (28) Connection timeout after 2023 ms |
10.647,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,83,
10.648,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,84,
10.653,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,91,
10.671,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,67,
10.689,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,64,
10.689,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,64,
10.689,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,64,
10.913,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,90,
11.081,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,93,
11.082,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,93,
11.082,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,93,
11.081,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,93,
11.373,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,8,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 3 ms: No route to host |
11.448,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,58,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 54 ms: No route to host |
11.700,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,42,
11.700,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,42,
11.706,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,47,
11.711,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,36,
11.728,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,36,
11.729,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,36,
11.733,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,41,
11.958,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,43,
12.085,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2009,curl: (28) Connection timeout after 2005 ms |
12.244,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,160,
12.245,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,160,
12.245,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,159,
12.251,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,166,
12.760,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,41,
12.765,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,46,
12.766,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,46,
12.771,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,52,
12.771,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,39,
12.776,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,44,
12.776,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,39,
13.035,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,72,
13.228,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,125,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 121 ms: No route to host |
13.392,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,143,
13.391,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,137,
13.399,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,144,
13.399,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,144,
13.800,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,37,
13.806,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,37,
13.808,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,38,
13.811,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,37,
13.812,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,38,
13.818,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,41,
13.818,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,40,
14.200,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,155,
14.398,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2012,curl: (28) Connection timeout after 2003 ms |
14.461,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
14.466,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,64,
14.466,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,71,
14.466,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,71,
14.472,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,70,
14.855,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,47,
14.856,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,50,
14.860,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,47,
14.861,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,52,
14.866,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,53,
14.872,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,51,
14.872,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,51,
15.265,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,63,
15.470,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,60,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 54 ms: No route to host |
15.534,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,70,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 64 ms: No route to host |
15.668,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,198,
15.672,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,204,
15.673,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,203,
15.769,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,295,
15.902,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,39,
15.902,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,39,
15.902,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,39,
15.908,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,40,
15.908,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,45,
15.917,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,42,
15.917,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,42,
16.246,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2010,curl: (28) Connection timeout after 2002 ms |
16.334,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,64,
16.778,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,97,
16.793,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,112,
16.794,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,112,
16.851,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,80,
16.972,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,41,
16.972,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,41,
16.973,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,42,
16.972,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,41,
16.972,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,42,
16.972,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,42,
16.973,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,42,
17.340,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,84,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 78 ms: No route to host |
17.386,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,46,
17.834,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,50,
17.845,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,46,
17.845,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,46,
17.899,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,44,
18.041,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,60,
18.041,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,60,
18.041,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,60,
18.046,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,65,
18.047,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,66,
18.047,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,66,
18.048,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,66,
18.435,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,41,
18.493,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2003 ms |
18.541,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2000 ms |
18.919,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,81,
18.933,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,84,
18.933,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,83,
18.966,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,52,
19.086,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,36,
19.087,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,36,
19.088,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,39,
19.088,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,39,
19.088,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,38,
19.089,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,39,
19.089,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,40,
19.497,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,54,
19.567,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,69,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 65 ms: No route to host |
19.633,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,67,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 63 ms: No route to host |
19.976,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,40,
19.976,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,43,
19.977,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,42,
20.012,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
20.128,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,38,
20.133,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,39,
20.133,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,39,
20.133,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,40,
20.133,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,40,
20.133,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,40,
20.133,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,40,
20.387,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2014,curl: (28) Connection timeout after 2009 ms |
20.564,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,59,
21.031,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,46,
21.032,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,47,
21.032,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,47,
21.091,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,73,
21.174,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,38,
21.175,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,37,
21.175,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,39,
21.175,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,39,
21.175,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,37,
21.175,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,39,
21.180,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,41,
21.486,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,79,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 75 ms: No route to host |
21.625,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,51,
22.125,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,63,
22.130,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,68,
22.130,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,68,
22.139,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,38,
22.224,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,44,
22.224,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,38,
22.224,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,39,
22.224,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,38,
22.224,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,39,
22.224,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,38,
22.224,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,38,
22.576,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2002 ms |
22.645,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
22.688,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,49,
23.195,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,57,
23.200,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,62,
23.200,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,62,
23.221,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,56,
23.269,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,40,
23.269,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,40,
23.270,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,41,
23.269,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,40,
23.269,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,39,
23.270,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,41,
23.272,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,42,
23.668,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,86,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 83 ms: No route to host |
