t_rel_s,phase,actor,service,url,result,http_code,latency_ms,error
23.455,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,44,
24.492,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,38,
24.492,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,37,
24.492,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,39,
24.495,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,42,
24.495,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,42,
24.496,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,39,
24.496,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,42,
24.497,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,40,
24.496,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,40,
24.497,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,39,
24.500,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,40,
24.501,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,44,
25.541,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,39,
25.541,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,40,
25.541,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,39,
25.542,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,40,
25.541,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,40,
25.541,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,40,
25.543,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,41,
25.543,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,42,
25.544,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,40,
25.544,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
25.545,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,43,
25.546,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,45,
25.689,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2013,curl: (28) Connection timeout after 2008 ms |
25.688,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2013,curl: (28) Connection timeout after 2007 ms |
25.689,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2014,curl: (28) Connection timeout after 2009 ms |
26.687,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,130,
26.688,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,130,
26.688,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,131,
26.688,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,131,
26.884,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,327,
26.884,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,327,
26.885,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,328,
26.884,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,327,
26.889,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,332,
26.890,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,332,
26.889,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,332,
26.891,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,333,
27.804,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,90,
27.804,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,91,
27.808,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,95,
27.929,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,37,
27.929,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,38,
27.947,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,56,
28.095,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,success,200,202,
28.096,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,202,
28.096,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,202,
28.864,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,41,
28.864,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,41,
28.864,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,41,
28.891,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2001 ms |
28.893,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2009,curl: (28) Connection timeout after 2001 ms |
28.894,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2010,curl: (28) Connection timeout after 2002 ms |
28.970,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,37,
28.974,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,41,
28.987,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,38,
29.270,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,162,
29.270,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,162,
29.270,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,success,200,162,
29.902,DEGRADED,zt_responder,svc_central_identity,http://10.0.0.10:8000,blocked,000,2008,curl: (28) Connection timeout after 2002 ms |
29.908,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,38,
29.908,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,39,
29.909,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,39,
29.963,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,68,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 63 ms: No route to host |
29.963,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,67,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 63 ms: No route to host |
30.014,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,39,
30.326,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,52,
30.326,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,52,
30.688,DEGRADED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,2974,
30.899,DEGRADED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,blocked,000,3008,curl: (28) Operation timed out after 3003 milliseconds with 0 bytes received |
30.985,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,1091,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 1086 ms: No route to host |
30.987,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,76,
31.373,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,43,
31.373,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,44,
31.997,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,2008,curl: (28) Connection timeout after 2004 ms |
31.998,DEGRADED,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,1093,
32.038,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,48,
32.303,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,blocked,000,2030,curl: (28) Connection timeout after 2023 ms |
32.429,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,39,
32.429,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,39,
32.772,DEGRADED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,1067,
32.931,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,2022,curl: (28) Connection timeout after 2014 ms |
32.931,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,2021,curl: (28) Connection timeout after 2013 ms |
32.981,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2013,curl: (28) Connection timeout after 2007 ms |
32.981,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,blocked,000,3008,curl: (28) Operation timed out after 3002 milliseconds with 0 bytes received |
32.981,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2013,curl: (28) Connection timeout after 2005 ms |
32.986,DEGRADED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,1081,
33.031,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,blocked,000,2013,curl: (28) Connection timeout after 2006 ms |
33.124,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,84,
33.592,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,158,
33.592,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,158,
33.995,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2000 ms |
34.060,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,75,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 70 ms: No route to host |
34.060,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,75,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 70 ms: No route to host |
34.132,DEGRADED,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,1133,
34.174,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,43,
34.705,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,100,
34.705,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,99,
34.896,DEGRADED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,1119,
35.017,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,2018,curl: (28) Connection timeout after 2012 ms |
35.081,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,65,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 61 ms: No route to host |
35.257,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,74,
35.329,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
35.757,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,45,
35.762,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,50,
35.961,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,2014,curl: (28) Connection timeout after 2011 ms |
35.962,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,2015,curl: (28) Connection timeout after 2011 ms |
35.992,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,blocked,000,2007,curl: (28) Connection timeout after 2002 ms |
36.050,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
36.373,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,110,
36.808,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,44,
36.808,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,44,
36.915,DEGRADED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,2926,
37.067,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
37.070,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2001 ms |
37.432,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,48,
37.897,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,62,
37.897,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,62,
38.043,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,2023,curl: (28) Connection timeout after 2019 ms |
38.092,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2002,curl: (28) Connection timeout after 2000 ms |
38.153,DEGRADED,zt_responder,svc_central_identity,http://10.0.0.10:8000,blocked,000,3010,curl: (28) Operation timed out after 3006 milliseconds with 0 bytes received |
38.153,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,83,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 78 ms: No route to host |
38.153,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,80,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 76 ms: No route to host |
38.355,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,blocked,000,2011,curl: (28) Connection timeout after 2007 ms |
38.485,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,48,
38.911,DEGRADED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,blocked,000,3005,curl: (28) Operation timed out after 3001 milliseconds with 0 bytes received |
38.944,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,43,
38.945,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
38.985,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,2015,curl: (28) Connection timeout after 2007 ms |
38.985,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,2015,curl: (28) Connection timeout after 2007 ms |
39.000,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
39.086,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,blocked,000,2026,curl: (28) Connection timeout after 2020 ms |
39.179,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,83,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 76 ms: No route to host |
39.560,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,45,
39.668,DEGRADED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,1750,
39.999,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
39.999,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,43,
40.223,DEGRADED,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,1054,
40.605,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,37,
41.099,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,2050,curl: (28) Connection timeout after 2047 ms |
41.124,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,118,
41.134,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,128,
41.174,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
41.175,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
41.395,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,blocked,000,2015,curl: (28) Connection timeout after 2010 ms |
41.732,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,123,
41.998,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,2010,curl: (28) Connection timeout after 2003 ms |
41.998,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,2010,curl: (28) Connection timeout after 2005 ms |
42.007,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,blocked,000,2004,curl: (28) Connection timeout after 2001 ms |
42.033,DEGRADED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,2119,
42.116,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,blocked,000,2014,curl: (28) Connection timeout after 2009 ms |
42.194,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2009,curl: (28) Connection timeout after 2003 ms |
42.210,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,81,
42.226,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,88,
42.250,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,68,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 65 ms: No route to host |
42.250,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,68,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 63 ms: No route to host |
42.502,DEGRADED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,1805,
42.859,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,99,
43.256,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
43.288,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,57,
43.288,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,85,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 80 ms: No route to host |
43.925,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,39,
43.980,DEGRADED,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,2754,
44.123,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,2008,curl: (28) Connection timeout after 2004 ms |
44.165,DEGRADED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,1129,
44.305,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
44.334,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,42,
44.415,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,blocked,000,2009,curl: (28) Connection timeout after 2002 ms |
44.606,DEGRADED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,1088,
45.028,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,blocked,000,2006,curl: (28) Connection timeout after 2001 ms |
45.028,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,2006,curl: (28) Connection timeout after 2001 ms |
45.028,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
45.028,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,97,
45.130,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,blocked,000,2005,curl: (28) Connection timeout after 2002 ms |
45.275,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2021,curl: (28) Connection timeout after 2017 ms |
45.275,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2021,curl: (28) Connection timeout after 2017 ms |
45.359,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,49,
45.387,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,49,
46.091,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,49,
46.296,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
46.352,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,71,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 65 ms: No route to host |
46.404,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
46.433,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,43,
47.028,DEGRADED,zt_responder,svc_central_identity,http://10.0.0.10:8000,blocked,000,2022,curl: (28) Connection timeout after 2018 ms |
47.114,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,1072,curl: (7) Failed to connect to 10.0.0.31 port 8000 after 1066 ms: No route to host |
47.114,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,1072,curl: (7) Failed to connect to 10.0.0.70 port 8000 after 1065 ms: No route to host |
47.136,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,2006,curl: (28) Connection timeout after 2000 ms |
47.145,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,42,
47.376,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,70,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 65 ms: No route to host |
47.376,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,1096,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 1089 ms: No route to host |
47.422,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
47.445,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,38,
47.485,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,48,
48.046,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
48.151,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,blocked,000,2008,curl: (28) Connection timeout after 2005 ms |
48.173,DEGRADED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,blocked,200,3003,curl: (28) Operation timed out after 3000 milliseconds with 0 out of 26 bytes received |
48.221,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,70,
48.519,DEGRADED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,66,
48.559,DEGRADED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,66,
48.653,DEGRADED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,blocked,000,3009,curl: (28) Operation timed out after 3006 milliseconds with 0 bytes received |
49.333,DEGRADED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,108,
49.381,DEGRADED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
49.568,ISLANDED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,45,
49.623,ISLANDED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,60,
50.133,DEGRADED,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,2005,curl: (28) Connection timeout after 2002 ms |
50.134,DEGRADED,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,2006,curl: (28) Connection timeout after 2002 ms |
50.142,DEGRADED,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,2003,curl: (28) Connection timeout after 2000 ms |
50.382,ISLANDED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,46,
50.394,DEGRADED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2002 ms |
50.396,DEGRADED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2001 ms |
50.431,DEGRADED,zt_responder,svc_external,http://10.0.0.70:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
50.440,ISLANDED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,57,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 53 ms: No route to host |
50.634,ISLANDED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,48,
50.672,ISLANDED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,44,
51.055,DEGRADED,zt_responder,svc_central_identity,http://10.0.0.10:8000,blocked,000,3022,curl: (28) Operation timed out after 3017 milliseconds with 0 bytes received |
51.060,DEGRADED,zt_sensor,svc_external,http://10.0.0.70:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
51.165,DEGRADED,zt_civilian_user,svc_external,http://10.0.0.70:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
51.180,DEGRADED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
51.444,ISLANDED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,59,
51.465,ISLANDED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,68,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 64 ms: No route to host |
51.465,ISLANDED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,67,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 62 ms: No route to host |
51.666,ISLANDED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
51.685,ISLANDED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,42,
51.719,ISLANDED,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,44,
52.743,ISLANDED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,53,
53.150,ISLANDED,zt_sensor,svc_alert,http://10.0.0.31:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
53.150,ISLANDED,zt_attacker,svc_external,http://10.0.0.70:8000,blocked,000,2005,curl: (28) Connection timeout after 2000 ms |
53.150,ISLANDED,zt_attacker,svc_alert,http://10.0.0.31:8000,blocked,000,2005,curl: (28) Connection timeout after 2001 ms |
53.445,ISLANDED,zt_responder,svc_external,http://10.0.0.70:8000,blocked,000,2007,curl: (28) Connection timeout after 2001 ms |
53.447,ISLANDED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
53.807,ISLANDED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,55,
54.095,ISLANDED,zt_sensor,svc_external,http://10.0.0.70:8000,blocked,000,2028,curl: (28) Connection timeout after 2023 ms |
54.095,ISLANDED,zt_responder,svc_central_identity,http://10.0.0.10:8000,blocked,000,2027,curl: (28) Connection timeout after 2023 ms |
54.192,ISLANDED,zt_sensor,svc_central_identity,http://10.0.0.10:8000,blocked,000,2008,curl: (28) Connection timeout after 2005 ms |
54.192,ISLANDED,zt_civilian_user,svc_external,http://10.0.0.70:8000,blocked,000,2009,curl: (28) Connection timeout after 2005 ms |
54.464,ISLANDED,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,blocked,000,2017,curl: (28) Connection timeout after 2012 ms |
54.473,ISLANDED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2004,curl: (28) Connection timeout after 2000 ms |
54.475,ISLANDED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2008,curl: (28) Connection timeout after 2001 ms |
54.552,ISLANDED,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,88,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 81 ms: No route to host |
54.689,ISLANDED,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,blocked,000,2009,curl: (28) Connection timeout after 2005 ms |
54.731,ISLANDED,zt_responder,svc_noncritical,http://10.0.0.40:8000,blocked,000,2008,curl: (28) Connection timeout after 2004 ms |
54.918,ISLANDED,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,107,
55.560,ISLANDED,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,77,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 72 ms: No route to host |
55.560,ISLANDED,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,77,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 73 ms: No route to host |
