t_rel_s,phase,actor,service,url,result,http_code,latency_ms,error
4.209,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,41,
4.209,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,41,
4.219,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,38,
4.274,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,61,
4.274,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,59,
4.275,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,62,
4.275,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,62,
4.275,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,62,
5.255,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,43,
5.255,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,43,
5.262,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,1094,
5.262,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,1095,
5.262,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,1095,
5.263,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,43,
5.330,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,53,
5.330,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,52,
5.330,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,51,
5.330,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,52,
5.330,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,52,
5.331,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,1116,
6.220,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2005,curl: (28) Connection timeout after 2000 ms |
6.221,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2006,curl: (28) Connection timeout after 2001 ms |
6.221,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2008,curl: (28) Connection timeout after 2003 ms |
6.297,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,40,
6.297,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,40,
6.303,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,37,
6.308,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,41,
6.308,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,42,
6.308,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,42,
6.407,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,73,
6.407,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,74,
6.407,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,73,
6.407,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,74,
6.407,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,73,
6.407,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,73,
7.305,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,74,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 71 ms: No route to host |
7.305,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,75,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 71 ms: No route to host |
7.305,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,75,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 71 ms: No route to host |
7.426,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,125,
7.427,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,127,
7.428,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,124,
7.431,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,121,
7.437,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,126,
7.437,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,126,
7.447,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,37,
7.448,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,38,
7.452,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,42,
7.453,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,42,
7.453,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,43,
7.453,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,43,
8.480,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,41,
8.480,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,42,
8.480,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,41,
8.480,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,41,
8.481,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,42,
8.480,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,41,
8.485,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,37,
8.496,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,41,
8.496,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,42,
8.497,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,46,
8.497,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,42,
8.497,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,43,
9.616,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,129,
9.616,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,130,
9.621,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,134,
9.621,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,134,
9.621,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,134,
9.627,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,140,
9.627,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,128,
9.627,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,140,
9.628,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,129,
9.633,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,133,
9.633,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,133,
9.633,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,132,
10.333,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2018,curl: (28) Connection timeout after 2013 ms |
10.333,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2019,curl: (28) Connection timeout after 2014 ms |
10.333,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2019,curl: (28) Connection timeout after 2013 ms |
10.677,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,37,
10.678,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,38,
10.678,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,38,
10.678,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,38,
10.678,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,39,
10.680,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,39,
10.681,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,40,
10.681,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,41,
10.682,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,42,
10.682,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,43,
10.683,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,42,
10.686,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,46,
11.403,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,64,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 60 ms: No route to host |
11.403,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,64,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 59 ms: No route to host |
11.404,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,64,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 58 ms: No route to host |
11.729,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,38,
11.728,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,37,
11.732,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,41,
11.732,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,41,
11.732,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,41,
11.732,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,41,
11.732,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,41,
11.733,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,41,
11.733,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,42,
11.733,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,42,
11.733,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,41,
11.737,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,45,
12.823,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,91,
12.823,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,93,
12.829,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,91,
12.828,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,93,
12.829,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,91,
12.829,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,93,
12.834,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,96,
12.834,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,96,
12.837,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,101,
12.837,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,99,
12.837,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,98,
12.837,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,98,
13.876,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,38,
13.881,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,44,
13.882,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,44,
13.882,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,44,
13.881,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,38,
13.882,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,44,
13.881,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,40,
13.882,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,44,
13.882,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,40,
13.882,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,42,
13.883,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,45,
13.882,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,45,
14.438,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2006,curl: (28) Connection timeout after 2001 ms |
14.438,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2006,curl: (28) Connection timeout after 2002 ms |
14.438,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2002 ms |
14.921,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,42,
14.925,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,38,
14.925,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,37,
14.926,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,38,
14.927,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,38,
14.927,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,39,
14.931,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,42,
14.931,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
14.931,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,43,
14.932,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,40,
14.932,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,41,
14.932,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,43,
15.508,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,65,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 61 ms: No route to host |
15.508,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,65,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 59 ms: No route to host |
15.508,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,54,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 50 ms: No route to host |
16.010,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,64,
16.010,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,63,
16.010,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,64,
16.010,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,64,
16.010,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,64,
16.010,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,64,
16.010,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,64,
16.010,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,64,
16.010,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,64,
16.010,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,64,
16.011,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,64,
16.011,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,65,
17.103,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,83,
17.105,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,85,
17.104,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,84,
17.105,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,84,
17.106,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,85,
17.105,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,84,
17.105,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,85,
17.106,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,85,
17.106,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,86,
17.109,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,89,
17.109,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,89,
17.110,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,89,
18.202,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,81,
18.203,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,81,
18.204,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,83,
18.209,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,88,
18.209,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,88,
18.209,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,88,
18.209,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,88,
18.210,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,89,
18.210,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,88,
18.219,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,98,
18.220,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,99,
18.226,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,105,
18.524,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2008,curl: (28) Connection timeout after 2002 ms |
18.524,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2009,curl: (28) Connection timeout after 2004 ms |
18.525,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2009,curl: (28) Connection timeout after 2002 ms |
19.246,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,40,
19.247,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,42,
19.247,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,42,
19.251,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,38,
19.252,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,39,
19.252,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,39,
19.252,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,39,
19.253,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,39,
19.253,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,41,
19.257,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,36,
19.262,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,41,
19.268,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,40,
20.293,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,38,
20.294,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,38,
20.295,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,41,
20.295,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,40,
20.296,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,38,
20.297,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,43,
20.298,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,41,
20.298,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,44,
20.301,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,43,
20.301,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,41,
20.307,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,42,
20.309,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,40,
21.344,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,40,
21.345,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,40,
21.344,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,40,
21.345,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,40,
21.346,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,41,
21.347,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,42,
21.347,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,42,
21.348,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,43,
21.350,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,45,
21.350,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,41,
21.350,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,46,
21.350,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,40,
21.604,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2002 ms |
21.605,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2002 ms |
21.605,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,2007,curl: (28) Connection timeout after 2002 ms |
22.395,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,37,
22.395,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,38,
22.395,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,37,
22.396,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,39,
22.395,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,38,
22.397,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,39,
22.397,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,40,
22.398,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,40,
22.398,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,40,
22.399,NORMAL,zt_responder,svc_noncritical,http://10.0.0.40:8000,success,200,42,
22.400,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,43,
22.400,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,42,
22.665,NORMAL,zt_responder,svc_critical,http://10.0.0.30:8000,blocked,000,48,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 43 ms: No route to host |
22.665,NORMAL,zt_civilian_user,svc_critical,http://10.0.0.30:8000,blocked,000,48,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 44 ms: No route to host |
22.665,NORMAL,zt_attacker,svc_critical,http://10.0.0.30:8000,blocked,000,48,curl: (7) Failed to connect to 10.0.0.30 port 8000 after 44 ms: No route to host |
23.448,NORMAL,zt_sensor,svc_alert,http://10.0.0.31:8000,success,200,37,
23.448,NORMAL,zt_attacker,svc_external,http://10.0.0.70:8000,success,200,38,
23.451,NORMAL,zt_civilian_user,svc_noncritical,http://10.0.0.40:8000,success,200,41,
23.451,NORMAL,zt_sensor,svc_external,http://10.0.0.70:8000,success,200,41,
23.451,NORMAL,zt_attacker,svc_alert,http://10.0.0.31:8000,success,200,42,
23.451,NORMAL,zt_civilian_user,svc_central_identity,http://10.0.0.10:8000,success,200,41,
23.452,NORMAL,zt_sensor,svc_central_identity,http://10.0.0.10:8000,success,200,41,
23.452,NORMAL,zt_civilian_user,svc_external,http://10.0.0.70:8000,success,200,41,
23.454,NORMAL,zt_responder,svc_external,http://10.0.0.70:8000,success,200,43,
23.454,NORMAL,zt_responder,svc_alert,http://10.0.0.31:8000,success,200,44,
23.455,NORMAL,zt_responder,svc_central_identity,http://10.0.0.10:8000,success,200,45,
